SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
19,9,33,18,26,20,12,12,24,6,4,18,20,19,9,10,5,20,40,3,7,27,11,21,7,31,11,16,7,12
21,8,33,21,26,18,12,10,23,8,6,18,22,18,10,12,6,18,41,26,27,3,30,4,3,21,19,13,5,8
21,8,32,21,27,21,10,12,24,7,5,20,22,20,11,12,25,21,20,23,7,6,11,6,18,29,8,15,4,10
18,8,31,18,24,20,12,12,27,4,4,19,21,20,12,9,23,22,22,24,7,4,11,21,4,22,22,15,4,8
20,11,35,20,25,18,11,11,23,5,5,21,21,20,12,11,24,41,20,4,7,27,10,4,22,30,8,15,4,12
21,12,32,22,23,18,11,12,27,3,6,19,20,22,9,9,4,21,38,27,7,6,11,4,7,31,9,14,3,8
19,12,34,21,27,20,10,11,23,10,3,20,18,22,10,11,27,42,18,4,5,3,8,19,3,28,8,15,7,12
22,9,32,18,25,18,8,12,25,7,4,21,22,20,11,9,26,42,39,25,23,26,12,18,19,21,22,15,7,8
19,11,34,22,24,22,12,11,23,10,6,18,19,21,8,9,7,39,38,26,23,27,29,21,20,31,18,13,4,10
20,11,35,21,25,20,8,12,26,3,2,19,18,22,9,9,23,39,19,25,7,24,28,5,5,28,9,14,7,10
19,12,34,19,23,21,9,12,27,6,4,21,18,19,10,10,3,39,19,26,27,7,8,19,4,30,10,16,7,10
22,8,32,22,24,19,9,12,25,12,2,22,18,18,10,9,23,41,42,23,7,5,10,18,18,32,18,16,4,11
22,10,32,20,24,22,12,12,23,4,6,18,22,20,11,8,3,42,39,23,5,6,8,5,21,21,21,14,6,9
18,8,32,21,23,22,11,8,24,3,5,22,21,22,8,11,26,38,22,26,26,7,8,6,20,18,19,16,6,12
18,10,34,18,24,18,8,11,23,12,2,19,20,19,11,8,7,20,21,4,27,7,9,22,19,29,11,17,7,11
21,11,35,22,24,21,9,8,24,12,6,21,22,22,9,11,7,19,22,26,5,23,11,19,22,21,22,14,4,12
21,9,32,19,27,21,8,11,26,5,4,20,21,19,10,9,27,20,18,27,6,25,9,19,19,21,20,14,7,10
22,10,33,21,26,20,10,8,23,6,5,22,20,19,9,11,25,38,19,24,27,4,31,22,20,31,22,16,6,10
22,11,33,21,26,21,8,10,24,8,3,21,19,18,8,11,6,19,18,23,4,3,28,6,5,21,12,16,4,9
19,10,31,18,25,19,11,12,27,12,2,20,19,20,12,9,5,20,38,4,6,27,11,21,6,21,11,15,4,10
22,9,32,22,23,21,8,12,26,5,5,22,18,19,9,10,4,20,18,4,6,23,28,6,21,21,19,14,3,10
21,8,32,20,26,20,11,12,27,4,6,21,21,21,11,11,7,18,42,27,3,6,29,20,18,20,12,14,3,8
22,10,33,20,25,20,8,10,27,11,4,22,22,18,10,11,27,21,39,23,3,4,29,22,21,20,12,14,6,12
18,10,31,20,24,21,12,10,23,6,2,21,19,19,9,10,27,18,41,23,6,26,28,4,22,31,20,17,7,10
19,8,31,19,25,22,8,12,24,9,2,20,21,21,8,11,26,41,22,5,6,27,28,21,21,22,18,14,7,10
22,11,35,22,27,22,12,12,25,3,4,18,20,20,12,8,6,19,38,23,7,7,32,4,6,32,20,15,3,8
19,9,33,22,23,20,12,11,23,11,6,21,20,21,12,8,26,22,38,3,26,26,11,22,7,19,18,14,4,9
20,10,35,22,27,19,8,8,25,7,6,21,18,22,11,9,5,22,41,25,7,6,9,22,5,20,10,13,3,11
21,8,34,22,27,19,12,11,25,12,3,18,19,22,8,12,26,21,20,4,25,27,8,22,18,21,22,14,4,10
18,10,31,21,26,20,9,10,23,4,4,18,20,18,11,11,6,41,18,26,4,7,11,18,5,28,9,14,7,11
19,12,31,18,24,20,10,12,24,12,3,18,19,19,12,10,27,42,19,25,24,26,8,19,4,20,18,14,7,8
18,10,35,21,25,20,9,8,27,10,2,19,18,21,9,12,7,18,39,5,27,5,11,5,20,22,9,17,6,9
18,8,35,21,25,21,9,10,26,11,2,22,22,22,8,9,25,38,18,7,3,4,28,22,22,22,11,16,4,8
19,9,34,21,26,19,11,10,27,12,5,19,21,21,10,8,5,39,18,27,27,7,11,21,20,19,18,17,5,11
19,8,32,19,26,20,12,8,24,4,4,19,22,20,11,12,25,20,40,25,23,26,12,3,18,30,10,14,6,8
21,9,33,21,25,21,8,8,23,12,3,18,18,18,8,12,7,22,42,26,26,27,10,5,7,18,20,15,4,12
20,8,33,22,23,20,9,12,27,5,2,21,21,20,12,8,25,41,39,27,23,6,29,7,4,18,9,13,3,9
21,10,32,19,27,20,10,9,23,11,2,19,19,19,8,9,3,39,22,25,25,4,10,5,20,32,12,17,7,12
22,8,32,22,26,20,10,12,25,5,5,19,20,18,10,12,26,18,42,26,7,25,30,22,20,21,19,13,6,11
19,11,35,22,23,22,10,8,25,9,3,18,21,18,12,9,6,18,20,5,4,26,29,7,20,19,18,16,3,9
19,8,32,19,26,19,12,8,26,10,4,22,22,18,10,12,26,20,20,6,23,24,29,6,5,22,22,14,7,10
19,10,31,22,24,18,10,12,27,8,4,19,18,21,8,12,5,19,21,7,25,4,9,7,18,21,19,13,5,9
21,9,32,21,23,19,11,11,27,7,5,19,18,20,9,11,27,20,39,6,7,6,31,6,3,20,20,17,3,10
19,12,31,21,26,20,9,12,23,6,4,22,18,18,11,9,25,39,40,25,26,24,32,3,5,32,18,14,5,11
18,10,33,22,25,20,8,9,23,7,2,22,21,22,9,8,4,38,22,3,5,7,12,4,5,30,12,13,4,9
18,11,34,20,26,21,12,10,27,12,2,21,19,20,11,12,24,39,21,27,25,7,28,5,4,32,11,17,6,8
18,8,35,19,27,19,9,8,27,11,6,21,20,21,8,12,3,42,39,4,3,24,29,18,7,22,11,17,4,10
18,8,34,22,24,21,8,12,27,6,4,20,18,22,12,9,23,18,22,5,24,6,28,5,19,31,22,17,6,10
22,12,32,21,26,21,9,9,26,10,2,22,19,19,9,8,25,19,38,5,3,23,10,5,4,22,19,15,7,10
20,10,31,20,26,21,12,8,23,9,6,22,21,21,10,8,5,18,41,24,4,5,31,19,21,21,12,15,3,11
21,9,35,22,24,20,9,8,26,12,3,20,19,20,9,12,4,38,41,6,3,24,10,19,22,21,22,16,7,11
18,8,34,21,27,22,10,10,27,4,2,20,19,21,9,11,6,19,21,24,5,4,8,18,22,20,8,14,4,11
20,8,32,22,25,20,12,12,27,7,2,21,22,20,11,12,26,19,19,26,3,7,12,4,6,30,8,17,4,9
18,11,35,20,24,22,12,8,24,9,3,18,22,18,8,12,4,21,41,27,23,27,30,21,18,18,12,16,3,9
21,10,34,22,24,22,12,12,26,4,6,19,20,19,8,9,24,42,41,25,27,25,9,7,22,30,10,14,7,11
19,9,33,22,25,21,10,12,24,10,5,18,19,21,12,11,5,21,40,27,26,25,30,20,6,31,11,17,5,8
19,9,31,20,25,21,12,10,23,11,3,20,21,21,11,10,3,39,38,26,25,27,29,3,20,22,11,13,6,10
19,12,31,22,23,22,11,8,27,3,6,18,18,21,9,8,6,19,22,6,25,4,9,6,7,21,9,16,7,11
19,9,33,21,25,19,8,8,24,5,6,22,21,19,8,12,25,18,42,6,24,26,28,3,20,31,10,13,6,11
18,10,31,18,27,22,8,12,25,10,4,21,19,19,11,10,23,42,39,25,6,23,12,20,4,32,12,16,6,10
21,9,33,19,24,20,10,11,24,3,3,19,20,22,10,11,6,40,38,23,23,25,31,3,3,22,8,13,3,10
21,10,35,22,27,19,12,9,24,7,3,19,21,19,11,9,4,40,18,26,24,23,8,5,21,30,20,13,7,8
20,11,32,19,26,20,11,9,23,4,2,18,19,21,9,11,7,20,20,23,5,27,28,19,19,29,21,14,5,12
19,12,35,21,27,22,11,10,27,3,3,18,22,22,9,8,3,40,42,26,26,7,32,20,7,31,21,17,4,10
22,11,32,21,27,21,12,10,24,3,5,22,22,20,12,8,27,42,20,4,26,26,31,22,22,22,22,14,6,9
18,12,32,21,23,20,8,11,27,5,2,18,18,19,12,10,23,19,38,24,4,27,28,20,6,21,12,13,5,8
18,12,31,20,25,19,9,11,26,7,4,21,20,20,11,12,26,21,39,24,3,26,31,19,5,32,21,14,4,12
18,9,34,20,24,21,8,10,25,9,5,19,19,22,10,11,25,20,38,4,5,25,11,5,5,21,18,15,6,11
20,12,34,22,25,19,9,11,23,6,2,19,22,20,11,12,26,22,21,3,26,26,9,3,6,28,21,15,7,10
18,11,34,18,25,20,9,10,27,6,3,19,18,22,10,11,3,39,40,23,6,23,11,5,6,21,8,16,3,12
20,11,35,21,27,20,8,9,25,5,2,18,18,20,8,12,4,42,21,25,5,5,12,21,18,32,21,16,5,9
19,9,35,22,27,21,9,11,23,12,4,21,19,22,12,8,3,18,19,24,23,23,28,20,21,32,20,13,6,9
18,9,35,18,24,22,10,12,27,12,4,19,21,21,11,10,6,21,40,27,25,6,9,19,6,28,20,15,5,10
20,9,35,20,25,18,10,10,26,12,2,22,21,21,11,11,23,20,21,27,24,27,8,18,6,29,19,17,7,10
18,12,34,21,24,20,11,8,25,11,3,21,22,19,8,10,5,38,19,24,23,4,8,3,19,21,9,14,3,11
22,9,34,21,24,20,10,8,24,3,6,22,21,19,11,12,27,18,41,26,26,26,10,21,3,31,18,16,5,8
20,11,34,18,27,20,9,8,25,6,6,18,18,22,8,12,23,38,22,26,5,5,10,6,21,32,22,15,7,8
21,9,31,21,23,19,9,11,26,10,6,18,19,20,11,9,3,18,18,6,6,3,32,21,7,19,20,15,5,8
18,8,33,18,23,20,10,11,27,8,5,20,21,18,12,12,4,18,21,27,25,7,8,18,5,21,12,14,5,11
21,12,33,18,27,19,10,12,27,5,5,18,19,20,8,12,24,41,18,5,26,7,28,19,5,32,9,17,4,8
21,12,34,21,23,19,11,12,25,7,5,22,22,20,11,9,24,19,38,24,6,24,30,5,19,29,21,13,4,12
21,8,34,20,27,22,12,8,24,5,2,18,22,21,8,12,27,20,19,3,23,25,11,18,18,21,19,14,7,11
22,8,33,21,25,21,8,12,25,9,3,19,18,20,12,10,23,19,40,27,4,26,11,20,20,19,8,13,6,10
21,10,32,20,24,19,12,12,23,7,4,22,21,20,8,9,24,18,19,26,27,25,29,20,3,31,20,14,4,10
22,11,35,19,25,19,9,11,24,6,4,19,22,19,11,11,7,42,22,25,7,27,12,7,5,29,9,15,7,11
19,9,32,22,27,21,10,11,24,3,3,18,20,20,11,10,23,42,18,25,27,4,9,20,3,19,22,13,7,12
20,8,31,20,23,20,8,9,24,5,4,20,20,22,9,8,26,21,40,27,25,4,11,19,3,28,21,17,7,8
22,10,31,22,27,22,12,9,25,6,4,20,19,21,10,11,5,20,39,26,23,5,30,5,3,28,10,16,3,11
20,9,33,22,24,20,8,12,26,4,2,18,18,20,8,10,4,38,42,6,23,25,12,6,21,19,9,13,7,9
18,12,34,21,26,21,8,8,25,7,2,18,18,19,10,8,27,38,40,24,3,23,8,21,3,18,21,17,3,8
19,11,32,21,24,18,11,9,24,11,4,22,21,19,8,12,5,40,42,6,25,3,32,6,22,22,20,17,5,8
18,8,33,18,25,21,12,10,26,6,2,19,21,21,10,10,7,42,21,7,25,6,29,4,18,20,20,15,6,11
22,11,35,21,27,20,10,8,27,3,2,20,22,18,12,9,7,40,39,23,6,24,8,6,18,28,21,16,4,8
21,11,31,20,25,22,9,9,24,11,3,20,21,19,10,12,3,19,21,6,7,6,28,18,3,32,21,13,3,12
18,11,32,22,23,19,10,10,24,9,5,22,19,21,9,12,3,19,20,5,23,24,8,18,4,32,21,15,5,12
20,11,35,18,25,19,12,9,23,12,3,21,20,19,8,9,6,38,41,24,5,24,28,5,7,21,11,13,4,8
20,12,32,22,25,20,11,11,25,9,4,22,21,21,11,8,24,18,20,26,7,23,29,20,3,28,19,16,5,9
19,11,31,18,23,18,11,12,26,5,6,21,21,21,9,11,4,20,22,23,6,5,8,4,3,19,11,17,3,11
21,8,34,21,25,20,11,9,26,7,3,21,21,19,10,12,23,40,19,4,6,26,28,18,6,32,9,15,4,10
22,12,33,18,25,19,10,12,23,4,6,18,22,22,10,8,23,22,38,24,7,26,30,21,7,19,22,13,5,12
22,9,31,19,24,21,9,11,25,6,3,21,18,21,12,10,3,42,42,7,3,23,12,5,6,22,22,13,4,8
20,9,34,18,25,18,8,11,26,11,6,20,19,18,10,12,27,18,41,7,26,3,32,3,4,29,22,17,7,8
22,8,34,22,27,18,10,8,24,9,3,22,19,18,10,8,3,41,42,25,7,26,8,4,7,18,21,17,6,12
22,8,31,21,26,22,11,11,26,8,5,20,19,22,10,11,24,19,38,26,25,4,10,7,5,21,18,13,4,9
19,8,33,19,25,18,11,10,23,11,3,18,21,18,8,10,23,40,22,4,4,26,30,4,18,20,8,16,3,10
18,11,32,20,26,20,10,9,23,5,3,22,18,22,9,11,3,22,40,5,5,23,31,19,7,29,9,13,7,8
19,11,31,19,27,18,12,10,24,9,5,18,22,18,11,10,23,42,21,23,27,7,9,6,22,30,20,16,5,8
19,12,33,21,26,20,10,8,25,8,5,22,21,19,10,11,25,40,20,27,5,4,8,6,19,30,22,15,3,10
19,9,35,19,26,20,9,9,27,10,2,20,22,20,8,8,5,22,21,24,27,5,10,18,3,22,12,15,7,11
18,9,32,22,24,20,8,9,27,4,6,18,19,19,8,12,4,18,21,23,24,4,30,22,5,18,10,14,4,11
18,12,35,18,27,18,9,10,23,6,3,18,21,22,8,12,5,18,21,26,3,24,9,6,21,18,19,13,3,8
22,8,34,21,27,22,11,12,25,5,5,22,19,18,9,9,4,41,18,25,23,27,29,6,7,21,9,16,5,8
22,8,33,18,26,22,12,10,26,3,3,19,21,19,8,8,24,20,22,3,6,26,29,5,6,31,10,16,7,8
19,12,33,18,27,21,11,8,26,7,2,19,18,21,10,9,24,41,20,24,5,25,29,21,7,31,18,15,3,9
21,11,31,22,26,22,12,10,25,6,3,18,19,21,8,10,27,42,21,6,26,5,9,22,21,18,21,13,6,10
21,8,32,20,24,20,12,10,25,7,2,18,22,18,8,8,27,41,20,27,23,6,29,18,4,18,12,16,7,11
22,9,35,18,27,21,9,8,27,12,3,19,22,18,8,10,7,22,22,4,7,3,32,3,20,32,19,16,5,11
22,10,32,19,24,21,10,9,24,7,4,19,22,19,9,12,25,42,38,5,23,3,11,6,7,31,18,16,4,9
19,10,33,20,27,19,9,11,25,3,5,18,19,21,8,9,3,18,40,27,26,27,8,3,4,20,20,14,6,9
22,12,34,19,26,18,12,12,26,10,3,18,21,21,8,11,27,38,39,25,3,6,8,20,6,31,19,14,4,8
20,10,34,22,27,21,12,10,24,3,4,22,18,18,10,9,23,21,19,7,23,25,31,5,18,31,21,15,7,11
18,11,35,20,23,20,12,9,25,5,3,20,21,21,11,9,23,39,40,6,7,4,28,5,22,30,8,17,4,11
22,12,35,21,25,22,12,11,26,6,4,22,22,22,10,12,23,20,41,26,7,24,30,6,5,28,22,15,7,12
19,9,34,18,25,21,10,11,23,5,6,21,21,21,11,12,4,39,20,7,27,6,9,4,19,28,10,15,6,9
18,8,35,21,24,19,8,11,24,3,6,22,20,21,9,10,26,39,40,23,27,24,30,18,22,20,9,16,7,12
21,10,32,18,24,21,11,8,23,12,6,20,19,19,12,9,5,40,42,27,23,4,28,7,19,29,10,14,4,10
21,9,35,20,26,18,9,12,24,12,6,22,18,18,8,9,27,21,21,6,24,26,28,22,22,28,20,13,7,11
22,8,33,20,25,20,8,8,24,10,3,21,19,19,12,11,25,19,41,25,5,4,31,20,20,30,8,16,6,11
18,11,35,20,25,22,8,10,27,7,4,19,21,18,9,12,3,18,20,25,23,3,32,7,19,29,9,13,5,8
20,10,34,22,23,21,9,10,26,9,4,22,19,20,10,11,23,20,21,24,23,23,8,19,18,28,21,14,5,9
19,12,33,22,23,20,11,10,27,11,3,22,22,22,11,12,7,40,18,6,3,7,29,3,20,32,12,17,4,10
21,10,33,21,25,21,9,9,27,11,2,22,20,22,10,12,6,38,41,25,4,24,31,18,22,30,22,13,4,8
18,9,33,18,25,22,8,10,26,12,6,20,21,20,10,12,4,19,42,25,4,26,8,20,22,20,8,17,3,10
21,9,32,20,26,18,8,10,27,4,2,20,18,18,10,11,7,18,19,6,24,27,29,5,3,21,11,14,7,9
18,9,34,21,26,22,8,10,26,5,2,21,21,21,10,12,5,21,42,5,7,24,8,4,6,28,19,14,7,12
21,9,33,18,25,18,10,11,24,8,3,21,19,19,9,9,5,20,39,24,23,5,31,3,18,31,20,15,6,12
19,10,32,22,23,19,11,12,24,4,6,18,22,19,10,10,6,21,39,24,5,6,9,6,19,28,19,15,6,10
20,8,33,19,26,18,8,9,26,10,6,18,19,22,9,11,25,22,38,5,7,6,12,21,19,18,12,13,6,11
21,12,32,19,26,21,11,8,23,9,4,18,22,18,8,10,5,38,19,3,27,5,12,22,19,30,9,13,6,8
22,11,35,21,27,22,10,10,26,7,6,21,20,18,9,9,26,40,21,4,7,5,8,18,19,28,22,13,4,10
21,11,31,19,23,21,11,10,24,9,5,19,21,21,8,12,24,22,41,23,23,7,32,21,18,32,11,15,5,12
18,8,35,19,24,21,8,11,27,12,5,18,22,21,10,9,5,22,41,25,3,4,32,5,7,31,22,17,4,9
18,8,34,19,24,22,10,10,24,11,4,19,19,19,12,11,4,19,22,24,4,26,28,19,22,18,8,13,3,11
21,12,35,18,23,18,11,10,25,3,6,19,19,20,12,11,5,42,21,27,7,23,9,18,18,20,9,15,4,10
18,9,31,18,23,19,11,8,27,9,3,20,19,19,8,10,6,39,21,23,7,27,28,20,7,29,21,16,6,8
21,8,34,19,24,19,11,10,23,12,2,20,19,19,10,8,4,18,40,3,23,7,11,4,3,29,19,14,7,11
18,10,35,20,26,21,11,10,23,3,5,18,18,19,10,11,23,42,21,24,5,5,11,5,6,22,20,13,4,12
22,9,34,20,27,20,8,10,27,8,4,18,19,21,10,9,26,19,20,23,3,25,8,18,5,22,22,16,4,10
18,10,33,22,27,22,9,12,23,3,2,21,20,19,10,9,4,39,21,3,5,4,31,20,7,22,10,17,7,11
21,12,34,18,27,18,12,10,23,7,3,21,22,19,11,8,25,41,20,7,24,23,32,19,7,30,10,15,6,10
22,8,35,21,26,22,11,10,25,3,2,18,20,19,12,10,7,40,21,24,27,3,32,21,19,31,22,15,6,12
18,9,34,21,27,21,10,12,23,12,2,19,22,22,10,12,24,41,21,25,6,26,8,5,22,18,19,14,4,11
18,12,31,21,26,20,10,12,24,11,3,18,22,18,11,9,6,42,18,24,5,3,12,21,5,32,9,16,6,11
18,9,33,20,23,21,8,12,26,7,5,19,21,22,12,9,6,21,38,23,5,7,12,3,20,30,21,13,6,12
19,12,35,20,24,20,9,12,24,3,6,18,22,18,11,9,6,20,19,26,24,4,9,21,20,20,19,15,4,9
21,11,33,18,25,19,8,8,23,12,6,22,18,18,12,11,3,38,21,4,7,26,10,5,5,21,8,15,3,12
19,11,33,20,25,20,8,8,26,3,6,18,19,20,12,8,23,18,19,5,5,27,8,22,7,22,19,13,3,9
21,12,34,19,24,22,11,11,26,9,5,18,22,20,9,12,24,42,42,5,27,24,29,3,19,19,18,15,3,11
22,10,35,19,27,21,9,12,23,5,3,22,18,19,8,8,4,20,18,27,23,6,28,6,7,29,21,16,7,9
18,9,31,19,24,19,11,10,27,4,6,20,22,20,11,12,5,41,41,26,4,6,29,21,20,32,21,15,4,10
19,11,35,19,23,18,8,12,24,5,2,19,20,22,12,10,27,22,39,23,5,27,9,4,7,31,20,16,5,12
21,9,34,20,24,21,12,10,24,8,4,20,21,21,8,8,25,38,40,26,3,26,11,3,20,22,18,13,3,9
22,9,32,19,26,18,10,11,26,5,5,18,22,19,10,10,7,40,40,6,4,27,9,3,6,29,20,15,6,10
21,10,31,21,27,22,10,11,26,8,2,18,20,19,10,11,25,39,41,4,7,5,29,5,3,28,12,16,3,8
18,8,31,19,25,21,10,12,24,12,3,21,20,20,11,12,3,20,42,3,5,24,31,21,21,29,11,14,6,9
21,12,31,18,24,20,11,8,24,7,6,22,19,21,9,8,24,19,19,23,27,3,29,7,6,20,10,14,4,9
19,8,32,20,27,21,12,9,23,10,5,21,22,18,11,12,26,39,42,25,27,26,32,7,20,31,12,15,4,11
18,12,34,20,24,18,10,12,23,12,3,19,18,21,9,11,25,20,22,25,23,4,32,20,18,31,19,14,3,8
19,10,33,22,25,18,8,11,26,5,2,21,22,21,11,9,5,21,21,3,23,27,28,3,21,31,11,14,4,8
21,8,32,19,27,21,11,9,23,6,3,22,22,18,8,8,7,21,42,26,27,27,10,4,5,29,9,15,3,10
21,11,35,22,23,19,11,11,23,7,5,18,18,18,11,11,4,20,38,26,6,25,8,19,21,20,22,17,4,8
18,11,33,22,25,18,11,9,23,10,4,21,18,20,11,10,7,41,20,24,3,25,10,19,4,28,18,13,4,11
18,11,34,18,25,22,9,9,25,3,2,18,20,20,8,12,3,41,19,7,25,27,31,4,6,18,12,14,3,12
21,9,33,19,26,20,11,9,25,8,4,21,19,22,10,10,4,41,19,26,27,3,12,5,7,20,8,17,4,9
22,10,31,21,26,18,9,10,27,11,3,21,22,19,10,8,25,21,38,25,25,26,12,22,7,20,9,15,5,12
19,12,31,22,26,21,10,11,27,6,5,19,20,21,8,11,3,39,38,3,26,3,31,20,6,21,12,17,5,12
22,12,32,18,26,21,9,11,27,8,6,19,20,18,9,10,24,42,42,4,25,23,11,6,19,28,11,13,4,12
18,8,33,19,27,18,12,9,23,7,2,20,19,19,12,9,4,41,18,24,25,5,32,4,22,21,9,14,7,8
19,10,35,18,23,22,8,10,27,7,2,19,20,20,10,9,7,39,39,25,24,3,31,5,3,28,21,17,5,10
19,9,35,19,27,21,8,9,27,5,2,22,22,19,11,10,7,42,40,27,6,24,30,6,5,21,18,14,5,11
19,8,35,22,25,21,9,10,26,7,4,18,21,18,9,9,3,39,21,25,7,4,31,20,21,22,8,13,6,11
18,9,31,20,26,19,9,8,24,10,2,20,20,20,8,10,27,20,20,27,4,3,11,3,5,29,10,16,6,9
21,10,33,20,23,19,11,10,25,8,2,18,20,18,9,10,24,18,22,23,23,24,11,19,7,20,21,17,3,9
22,8,31,19,25,18,9,12,27,8,5,22,20,20,11,8,4,39,41,26,23,25,10,4,5,31,12,13,3,9
18,9,35,18,25,18,8,8,25,12,5,19,21,18,11,11,7,19,38,27,26,3,30,7,19,29,12,16,3,8
21,12,34,20,27,22,9,8,26,6,3,21,22,19,8,11,7,19,40,5,27,5,11,3,5,32,19,13,5,8
22,8,33,21,27,21,12,10,23,4,6,21,18,18,11,8,7,22,41,5,23,3,8,22,4,29,11,13,5,10
18,11,32,18,26,18,11,12,26,3,5,19,22,20,8,10,6,38,22,25,7,7,31,21,5,29,11,14,7,10
19,11,32,22,25,18,11,9,26,5,6,20,19,22,12,12,23,18,19,7,26,3,31,22,6,22,20,14,3,8
19,11,35,20,25,20,8,8,24,5,4,21,22,20,8,8,27,42,41,6,23,26,12,7,5,29,21,13,4,8
19,8,35,19,27,21,10,8,23,11,6,21,21,19,9,12,27,40,18,7,4,27,10,19,21,20,12,14,5,9
19,9,34,18,24,20,8,12,27,10,5,18,20,21,12,8,23,42,21,5,6,26,10,19,22,18,18,16,5,11
22,10,33,22,24,22,9,8,23,9,4,20,21,22,10,10,3,41,39,6,26,6,10,18,20,20,9,14,5,11
21,12,33,22,27,18,11,10,24,10,3,22,21,19,11,11,24,38,18,4,7,4,32,6,7,30,11,17,6,8
19,8,31,20,26,21,11,12,27,3,3,22,22,18,8,9,5,18,21,23,5,23,29,7,4,28,19,16,7,12
21,9,34,20,23,21,8,11,24,12,3,18,18,22,10,11,24,39,21,23,3,25,11,22,20,20,20,16,3,8
22,9,34,22,27,19,11,12,25,3,2,19,21,18,10,12,24,21,38,7,27,6,8,6,4,30,10,16,3,8
22,8,31,22,25,20,11,8,26,10,4,19,19,18,9,11,3,39,21,23,5,4,12,19,5,20,11,13,7,10
22,9,31,18,23,20,8,9,24,10,3,19,18,21,12,10,27,22,39,4,24,3,31,5,18,28,12,15,7,11
22,12,35,20,26,18,8,11,25,9,6,21,19,21,11,8,3,41,21,27,6,4,29,6,20,18,20,13,3,11
21,10,33,22,25,21,11,10,24,12,2,21,21,18,9,10,3,19,42,24,3,6,11,18,3,31,8,13,4,12
18,9,35,22,27,18,12,10,24,4,5,22,22,20,8,8,5,19,41,24,6,3,11,20,21,20,11,15,4,12
22,12,33,22,23,19,12,12,23,8,4,19,22,22,10,11,27,40,42,4,27,4,32,6,3,20,19,17,5,9
18,12,32,19,27,19,8,12,23,11,2,22,22,22,12,9,23,19,22,4,7,6,30,3,7,20,12,15,4,11
19,9,34,21,23,18,8,10,27,10,4,22,19,21,10,8,6,19,39,5,25,25,8,18,18,19,18,15,7,11
19,12,31,22,25,20,9,9,25,11,6,20,18,20,9,10,24,22,22,23,26,26,9,4,7,19,10,16,7,10
20,8,31,22,27,20,8,9,25,9,2,21,20,22,10,11,27,40,18,25,24,25,11,20,18,19,12,16,6,9
20,9,35,21,23,20,10,10,23,12,3,21,22,19,9,12,26,19,40,26,23,6,8,3,7,30,22,13,6,10
22,10,33,19,26,18,12,8,23,8,2,18,21,22,11,8,25,22,42,25,4,24,29,7,4,18,21,14,7,11
18,8,34,22,27,22,11,12,25,11,5,20,18,21,11,11,24,41,19,6,27,7,30,20,7,28,18,16,4,8
20,9,32,20,26,21,9,10,23,11,5,18,20,21,10,10,27,39,19,25,3,3,8,4,7,21,19,17,3,10
19,8,34,18,24,18,11,10,26,5,3,21,22,18,9,8,26,22,38,25,3,27,32,19,4,21,9,16,4,11
18,10,33,22,27,20,9,8,25,4,4,18,22,18,11,11,3,22,21,23,24,3,31,22,7,28,19,14,7,11
20,11,32,20,25,22,11,12,23,9,4,19,18,19,11,11,27,19,19,6,6,25,28,3,20,21,8,14,4,10
19,12,33,19,26,18,8,9,24,10,6,19,22,18,12,11,6,40,41,23,4,26,32,18,18,20,12,16,6,10
20,11,35,20,23,22,8,10,25,10,2,21,19,19,9,10,3,42,38,26,4,5,29,21,18,19,8,15,4,12
21,12,34,22,24,19,11,11,25,10,2,18,21,18,8,12,26,41,42,24,3,24,30,6,5,19,20,16,4,10
21,8,32,21,26,19,11,12,24,7,4,22,22,22,8,9,26,20,22,25,7,3,30,6,21,19,12,14,4,11
20,9,31,19,27,21,12,10,24,9,3,19,18,22,10,10,23,21,21,3,7,6,31,7,3,31,9,15,5,8
20,12,35,18,25,19,8,8,25,9,3,20,21,21,11,11,3,21,21,24,3,6,32,22,4,32,21,16,7,8
21,12,34,21,26,19,8,11,26,6,6,21,18,22,8,12,5,39,40,7,6,24,31,6,3,32,10,17,7,11
18,12,35,21,23,20,10,11,27,10,6,20,21,21,9,9,25,22,42,25,4,26,12,19,20,30,10,15,3,8
18,8,35,20,25,21,10,8,26,8,2,19,18,18,9,10,23,40,22,26,3,6,10,3,5,18,21,17,6,8
19,9,32,22,25,21,12,10,23,12,3,19,22,21,12,10,26,39,20,24,3,4,8,6,3,32,19,17,3,8
20,9,33,19,24,18,8,11,24,8,6,18,20,18,9,9,4,39,22,4,27,6,12,20,18,21,20,14,6,11
21,12,34,21,26,21,10,9,23,7,2,21,19,20,11,8,3,42,21,5,6,6,10,7,6,21,18,14,6,10
20,8,33,22,24,22,11,10,25,3,5,18,20,21,9,8,26,40,41,26,3,5,10,6,19,28,21,15,4,10
20,10,35,22,24,18,10,9,25,10,3,21,20,22,8,10,7,41,22,25,23,4,9,19,22,28,20,13,7,11
20,8,34,21,25,19,10,8,24,10,2,20,18,21,11,8,3,22,18,4,27,3,11,22,6,21,18,17,7,10
18,9,34,21,26,21,10,9,27,8,5,18,18,19,10,9,23,19,41,25,27,26,31,3,19,20,19,13,7,12
